date,order_id,route_link_count,route_transition_count,direction_gap_count,direction_gap_share,all_gaps_bridgeable,maximum_bridge_distance_m,maximum_bridge_link_count,interpolated_link_count,interpolated_link_share,interpolated_distance_m,interpolated_distance_share,matched_route_length_m,route_length_ratio,u_turn_count,repeated_link_count,repeated_link_share,mean_match_confidence,fallback_point_share,matcher_version,gps_length_m,unreasonable_detour_count,p50_projection_distance_m,p90_projection_distance_m,p95_projection_distance_m,origin_projection_error_m,destination_projection_error_m,core_direction_continuous,core_no_unreasonable_detour,core_fallback_share_ok,core_projection_ok,core_route_length_ratio_ok,core_interpolation_ok,core_origin_error_ok,core_destination_error_ok,core_confidence_ok,core_u_turn_ok,core_repeated_link_ok,core_all_thresholds_pass,core_route_link_count_ok,extended_direction_continuous,extended_no_unreasonable_detour,extended_fallback_share_ok,extended_projection_ok,extended_route_length_ratio_ok,extended_interpolation_ok,extended_origin_error_ok,extended_destination_error_ok,extended_confidence_ok,extended_u_turn_ok,extended_repeated_link_ok,extended_all_thresholds_pass,extended_route_link_count_ok,route_quality_class,formal_training_eligible,robustness_only_eligible,quality_reason,contains_bridge,contains_tunnel,contains_nonzero_layer,maximum_route_node_degree,road_context_stratum,confidence_band,distance_band,route_feature_stratum,sampling_stratum,reviewer_id,review_status,route_correct,major_error,minor_error,wrong_road_level,wrong_direction,wrong_parallel_road,wrong_bridge_or_tunnel,unreasonable_detour,od_endpoint_error,comments
20161019,86bff581dc3cf0840e4f39df74333ec6,5,4,0,0.0,False,,,0,0.0,0.0,0.0,1691.0453333424707,1.2323869842091615,0,0,0.0,0.7022366475009126,0.0,hmm_viterbi,1372.1707182972532,0,3.3135348259152284,12.63569872245694,13.79488909845439,12.771329304092568,4.912349108277029,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,mid_high,short,ordinary,core|mid_high|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161022,870ad8fc5cd1cff36cdb211877c7d515,2,1,0,0.0,False,,,0,0.0,0.0,0.0,1121.2222420685348,2.6473558251959024,0,0,0.0,0.8131082421574318,0.0,hmm_viterbi,423.52532719532144,0,2.3081860357544466,5.8022210261318925,5.920331660101606,2.313644734152149,6.756067212300673,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,route_length_ratio_threshold_failure,False,False,False,4,ordinary_road,high,short,ordinary,rejected|high|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161020,a62ee4bc8149feab5b63c72ddbff7b71,20,19,0,0.0,False,,,1,0.05,18.247551324629992,0.0071022176893614335,2569.275136689121,1.0211906900747232,1,0,0.0,0.7533187361720018,0.0,hmm_viterbi,2515.960203770679,0,4.735608522369778,7.6610608198282595,8.405802242092285,8.509439125591468,5.149099805240355,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,False,False,False,5,ordinary_road,high,short,u_turn,rejected|high|short|u_turn|ordinary_road,,pending,,,,,,,,,,
20161022,0ac81f2bf7660b5762010a292a0eab72,56,55,1,0.01818181818181818,False,,,20,0.35714285714285715,3086.1261070701207,0.3645999429336048,8464.417416631679,1.7889145708645717,1,14,0.25,0.5758019954343342,0.0,hmm_viterbi,4731.59398133857,2,2.5882013506324695,8.22226144751864,9.57228181173049,6.99153958040275,8.065042052326385,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,4,bridge,mid_low,medium,detour,rejected|mid_low|medium|detour|bridge,,pending,,,,,,,,,,
20161020,4bbbe5deecfe127781fc23db5dcac0bf,7,6,0,0.0,False,,,3,0.42857142857142855,126.27240594801464,0.12184549832377478,1036.332139349756,4.507531654110646,0,0,0.0,0.6325033995997182,0.0,hmm_viterbi,229.9112283337317,0,4.9984056323705985,5.307722148553502,5.5960698832082825,4.73881725295237,5.333693051000357,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,rejected,False,False,route_length_ratio_threshold_failure,False,False,False,4,ordinary_road,mid_low,short,ordinary,rejected|mid_low|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161019,1e456711a978f0a087f2c052949d230b,18,17,0,0.0,False,,,1,0.05555555555555555,11.119892840509744,0.0030738363138385644,3617.5943365778558,1.3425470286483152,2,2,0.1111111111111111,0.6387213903311383,0.0,hmm_viterbi,2694.5755041594875,0,6.481620003038535,10.437299860175132,10.677972883410908,6.800547535128321,0.9221288559632087,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,False,False,False,4,ordinary_road,mid_low,medium,u_turn,rejected|mid_low|medium|u_turn|ordinary_road,,pending,,,,,,,,,,
20161022,263d59e56cdc9cce41dcf135071d60a1,52,51,0,0.0,False,,,15,0.28846153846153844,2340.8566452366176,0.2802265263056805,8353.444179952945,1.7681053400473934,2,6,0.11538461538461539,0.7041567080331566,0.0,hmm_viterbi,4724.517250611909,1,4.035056156089142,7.265729366714766,7.265729366714766,1.0921329433495477,2.385140197765939,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unreasonable_detour_detected,True,False,True,4,bridge,mid_high,medium,detour,rejected|mid_high|medium|detour|bridge,,pending,,,,,,,,,,
20161019,cae29a4c55bf1b910c1687d9cfaf336f,16,15,0,0.0,False,,,4,0.25,26.672221057239494,0.022858424501412476,1166.8442440375256,1.2572565617846598,1,0,0.0,0.8288813545826217,0.0,hmm_viterbi,928.0876151333862,0,0.8647620185098512,7.994296231341452,7.994296231341452,1.673748599314391,4.356039738604289,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,False,True,True,4,tunnel,high,short,u_turn,rejected|high|short|u_turn|tunnel,,pending,,,,,,,,,,
20161020,36b32e9101b2a21fdfc760329c83e235,88,87,0,0.0,False,,,54,0.6136363636363636,6041.334548995237,0.5338882043968559,11315.729583912145,3.0713500583073814,5,26,0.29545454545454547,0.2583509503700797,0.0,hmm_viterbi,3684.285206534951,6,6.011095677556166,18.59218117113725,22.669512298822863,5.41988137164967,2.1213323574681393,True,False,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,rejected,False,False,route_length_ratio_threshold_failure,False,False,False,5,ordinary_road,low,medium,detour,rejected|low|medium|detour|ordinary_road,,pending,,,,,,,,,,
20161022,763465a7582464014e8bcb23b7b9d2ab,31,30,0,0.0,False,,,25,0.8064516129032258,1665.2025798770792,0.49911147851692295,3336.3339685657393,1.1174408440181687,1,0,0.0,0.6293296846401708,0.0,hmm_viterbi,2985.691803217722,0,7.549388654393259,7.623495904484065,14.723881496857615,14.763849170475249,6.299541750606291,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,False,True,True,4,tunnel,mid_low,medium,u_turn,rejected|mid_low|medium|u_turn|tunnel,,pending,,,,,,,,,,
20161022,1531e04421abcb2763d5ac2ec1cf2dd7,62,61,1,0.01639344262295082,False,,,26,0.41935483870967744,1680.1392316094255,0.21442097439878793,7835.703742697491,1.5414085144394094,3,6,0.0967741935483871,0.4441643011420911,0.0,hmm_viterbi,5083.469871416428,3,7.688029874146124,11.896655892220283,13.147549228008327,2.1602215466271835,32.37832925853377,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,7,bridge,low,long,detour,rejected|low|long|detour|bridge,,pending,,,,,,,,,,
20161022,f867e9104f1c5c8055effe530368fba0,5,4,0,0.0,False,,,0,0.0,0.0,0.0,1701.1483528046012,1.2764332831057001,0,0,0.0,0.6348762217747363,0.0,hmm_viterbi,1332.735815745515,0,8.002800690399734,10.146545356642282,11.02414846152078,1.1366405721282964,11.29989505266052,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,mid_low,short,ordinary,core|mid_low|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161020,663a9a815edd6e6b8769c04f34f2e09c,74,73,0,0.0,False,,,29,0.3918918918918919,1238.7901103825093,0.16162240579687465,7664.7176749701875,1.405445565081348,5,8,0.10810810810810811,0.6797430073700439,0.0,hmm_viterbi,5453.5855855267855,0,1.9591647787092619,5.535613951108315,15.30361276524668,1.9584652684541484,4.046392128129954,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,True,True,5,bridge,mid_high,long,u_turn,rejected|mid_high|long|u_turn|bridge,,pending,,,,,,,,,,
20161019,3d7e65b99a9097669b30e60848daed8d,22,21,0,0.0,False,,,4,0.18181818181818182,35.68238606650788,0.014662111979207798,2433.6457201465064,1.3494653858240317,3,0,0.0,0.7241207458761094,0.0,hmm_viterbi,1803.4147046020269,0,5.926422391260679,6.634272953085179,6.662863652700287,6.372571330528071,4.207091891985673,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,False,True,True,4,tunnel,mid_high,short,u_turn,rejected|mid_high|short|u_turn|tunnel,,pending,,,,,,,,,,
20161019,c054b46222ab9b844243cbb61b1fd5d5,43,42,0,0.0,False,,,5,0.11627906976744186,13.438141758563459,0.0027744129168490264,4843.598325596577,1.1883616949047398,6,0,0.0,0.6887501327592603,0.0,hmm_viterbi,4075.862042982498,0,2.7429811732512848,12.19647911675569,13.531419004758074,0.3987800884337747,10.97326112172696,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,True,True,4,bridge,mid_high,medium,u_turn,rejected|mid_high|medium|u_turn|bridge,,pending,,,,,,,,,,
20161022,c1bb3b654e1542a9ce64e35b9f02e758,11,10,0,0.0,False,,,3,0.2727272727272727,33.867647988192076,0.022183267813852218,1526.7204215532038,1.1208078682842721,1,0,0.0,0.5853633554324789,0.0,hmm_viterbi,1362.1606920821325,0,5.758823438108534,21.332056221235934,21.529666276442413,5.765067148781422,21.624800367498004,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,True,False,True,4,bridge,mid_low,short,u_turn,rejected|mid_low|short|u_turn|bridge,,pending,,,,,,,,,,
20161022,01ff1891e41623c8f5bd8b27ad8fdb51,78,77,0,0.0,False,,,47,0.6025641025641025,945.0859616728418,0.1339155219097154,7057.329487988778,1.295605409897956,9,14,0.1794871794871795,0.6299629747165677,0.0,hmm_viterbi,5447.128758550511,1,6.134492653128256,9.935853839692571,11.679583342475325,7.905319280875869,8.678811989199323,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unreasonable_detour_detected,True,False,True,4,bridge,mid_low,long,detour,rejected|mid_low|long|detour|bridge,,pending,,,,,,,,,,
20161020,9fc8b1c0ce68b371c8e7e05ef6329630,13,12,0,0.0,False,,,3,0.23076923076923078,137.56462512178052,0.0551724197771353,2493.358559901163,1.4253907570396092,0,0,0.0,0.7097095415865855,0.0,hmm_viterbi,1749.2456349861661,0,2.01808700662221,8.350169173320092,8.371610188320698,8.353039694396557,2.1097253886249905,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,mid_high,short,ordinary,core|mid_high|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161020,14a906a7753e2d2100bf04b537443ba4,76,75,2,0.02666666666666667,False,,,21,0.27631578947368424,224.76575281160945,0.019823862322026785,11338.14133494393,1.3510973005394775,8,0,0.0,0.5752370746636377,0.0,hmm_viterbi,8391.802226543374,0,5.325923469777855,16.31102436908269,16.31102436908269,1.8467545735594233,6.533457609016838,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,4,bridge,mid_low,long,u_turn,rejected|mid_low|long|u_turn|bridge,,pending,,,,,,,,,,
20161020,bc08600b7260083a0916809f49241803,15,14,0,0.0,False,,,4,0.26666666666666666,26.09508143307731,0.022382051444714102,1165.8931933712495,1.280199715386149,1,0,0.0,0.7719961697245739,0.0,hmm_viterbi,910.7119610783376,0,3.683306897420708,7.685345094827561,7.884305058915668,6.135694124569245,4.207091891985673,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,False,True,True,4,tunnel,high,short,u_turn,rejected|high|short|u_turn|tunnel,,pending,,,,,,,,,,
20161022,264fd1312b91900a154a3e4571c313e8,40,39,1,0.02564102564102564,False,,,8,0.2,25.479854065137992,0.0048696155024523504,5232.415999231618,1.3212750728139984,7,0,0.0,0.6242120396779997,0.0,hmm_viterbi,3960.1261742476,0,4.285259301046555,15.443189177351417,20.82140746645471,10.863941073706215,6.517723041325471,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,4,bridge,mid_low,medium,u_turn,rejected|mid_low|medium|u_turn|bridge,,pending,,,,,,,,,,
20161020,56a499c4ca55df6ecce6d78f8aa19d9f,8,7,0,0.0,False,,,0,0.0,0.0,0.0,2717.5874831877527,1.3457649698995888,0,0,0.0,0.673215470237296,0.0,hmm_viterbi,2019.362625697204,0,6.951190789712349,9.69276746091891,10.319688123769126,6.79073123358232,10.108808913614299,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,mid_high,short,ordinary,core|mid_high|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161019,58dbfa267da167fa76697a8a3c8311c4,3,2,0,0.0,False,,,0,0.0,0.0,0.0,1095.8921069259318,1.5489486794019907,0,0,0.0,0.9298286181391113,0.0,hmm_viterbi,707.5070475214374,0,0.2505145739801502,3.6009634139315745,5.289741567071664,7.006802348071027,0.23502463600191464,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,high,short,ordinary,core|high|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161020,7c3b4c2ba1808262e49cd0ac22da0ea5,9,8,0,0.0,False,,,0,0.0,0.0,0.0,1687.9933615546254,1.1565574962539713,0,0,0.0,0.6263336795835421,0.0,hmm_viterbi,1459.4980076839645,0,7.786188289854951,8.5999182046568,8.903409402010807,4.725504453371089,8.123201604158599,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,mid_low,short,ordinary,core|mid_low|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161022,0288ac4f07034c92570f2b8eb1b510f9,3,2,0,0.0,False,,,0,0.0,0.0,0.0,846.9071970809466,2.6195156861766837,1,0,0.0,0.6365910294495376,0.0,hmm_viterbi,323.3067858879863,0,7.1660689356618885,8.149069668451581,8.522910825223526,8.58760420503861,6.301922713971573,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,route_length_ratio_threshold_failure,False,False,False,4,ordinary_road,mid_low,short,u_turn,rejected|mid_low|short|u_turn|ordinary_road,,pending,,,,,,,,,,
20161022,3ac2fdf6fb26eb1201465dac7772a412,27,26,0,0.0,False,,,14,0.5185185185185185,269.2622457885142,0.0526579787613249,5113.417797689495,2.650812089708615,0,13,0.48148148148148145,0.34162875825180145,0.0,hmm_viterbi,1929.0004816039514,4,9.03921220467881,11.318793392576678,20.280822704391426,26.467201531411792,9.148191625509577,True,False,True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,rejected,False,False,route_length_ratio_threshold_failure,False,False,False,4,ordinary_road,low,short,detour,rejected|low|short|detour|ordinary_road,,pending,,,,,,,,,,
20161020,d39141f35d9abee6642a7fcefe59ff94,9,8,0,0.0,False,,,0,0.0,0.0,0.0,2392.3834594808386,1.34279100336266,1,0,0.0,0.44878513692600025,0.0,hmm_viterbi,1781.6499019503078,0,10.912121073388732,25.48985019739147,25.49292976669033,13.364159838213139,0.10937258019046162,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,False,False,False,4,ordinary_road,low,short,u_turn,rejected|low|short|u_turn|ordinary_road,,pending,,,,,,,,,,
20161020,055e8bce03df95009204e9610b5ec011,5,4,0,0.0,False,,,0,0.0,0.0,0.0,2360.141030442963,1.4541902534056033,1,0,0.0,0.5552512380124701,0.0,hmm_viterbi,1622.993294663949,0,9.279166745939367,17.531551781881074,18.530902167614112,3.6634335127854603,15.520705679623164,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,False,False,False,4,ordinary_road,low,short,u_turn,rejected|low|short|u_turn|ordinary_road,,pending,,,,,,,,,,
20161020,2b04a48080aeb7562f82c3b12506e121,22,21,0,0.0,False,,,0,0.0,0.0,0.0,5108.438212671132,1.1062359615579154,1,0,0.0,0.7292389373991239,0.0,hmm_viterbi,4617.85585552372,0,4.344896081360517,8.876490564945119,10.023163548933343,1.5163898717134263,0.19968427801096683,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,False,False,False,4,ordinary_road,mid_high,medium,u_turn,rejected|mid_high|medium|u_turn|ordinary_road,,pending,,,,,,,,,,
20161019,fc6b417c8ced10d4e14ef69284e026ed,45,44,0,0.0,False,,,7,0.15555555555555556,298.3292376966282,0.04157300143464498,7176.033180226787,1.3455745880787555,1,2,0.044444444444444446,0.6292511880302029,0.0,hmm_viterbi,5333.062354033383,1,3.275570775412213,10.055080108508445,13.239046351765202,0.45760008321617224,3.060585382284104,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,unreasonable_detour_detected,False,False,False,4,ordinary_road,mid_low,long,detour,rejected|mid_low|long|detour|ordinary_road,,pending,,,,,,,,,,
20161020,50ba92737f2154b9cf2f04ef3103ac6f,28,27,0,0.0,False,,,8,0.2857142857142857,334.1412890761972,0.07585884637116419,4404.7768330314675,1.280883804967295,3,2,0.07142857142857142,0.5227289699340096,0.0,hmm_viterbi,3438.8574638461723,0,5.002050867459066,23.778351687215363,23.781748060136565,2.424803465465593,12.338167466635358,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,False,True,True,5,tunnel,low,medium,u_turn,rejected|low|medium|u_turn|tunnel,,pending,,,,,,,,,,
20161022,c734edfa683d94ac85e6f0f3efbf0a28,51,50,0,0.0,False,,,9,0.17647058823529413,61.708334607040335,0.010105933774918663,6106.148722267576,1.1987651451221133,4,1,0.0196078431372549,0.737123604482851,0.0,hmm_viterbi,5093.698917685471,0,4.403182133972141,7.015311216105067,7.518935797850254,0.35507559239499575,4.327237411532939,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,True,True,6,bridge,high,long,u_turn,rejected|high|long|u_turn|bridge,,pending,,,,,,,,,,
