order_id,reviewer_id,review_status,route_correct,major_error,minor_error,wrong_road_level,wrong_direction,wrong_parallel_road,wrong_bridge_or_tunnel,unreasonable_detour,od_endpoint_error,comments
de7dde1b5d798811bf5fc2328469d9e6,,pending,,,,,,,,,,
4dfbe5f185f33eaf3b3fff8a5fb3498a,,pending,,,,,,,,,,
308d115b1b8397e525743571dbd7c087,,pending,,,,,,,,,,
357a5e4f52554b4692761d0763f84e53,,pending,,,,,,,,,,
2d7f714a165e3319c98f17cf564b39f7,,pending,,,,,,,,,,
e2a2922fa1f78b740c4135f004e7671b,,pending,,,,,,,,,,
9a797a4c4dc137f95f9b73e03aa0b490,,pending,,,,,,,,,,
d9638032e3ce93e8e889bc725dd63650,,pending,,,,,,,,,,
fef067a0bf2b66d964d0cd63dff02223,,pending,,,,,,,,,,
789b6c575ea40d9f4ab4df9bfc07c828,,pending,,,,,,,,,,
8deb868bb1c9de758ba74f91467e5679,,pending,,,,,,,,,,
1e456711a978f0a087f2c052949d230b,,pending,,,,,,,,,,
6538bed3cf2fef85dfb08fa1bc0832d4,,pending,,,,,,,,,,
e3159b8373b43f3194b6b6789506091c,,pending,,,,,,,,,,
17b063275409e56a631b37fe6067ee74,,pending,,,,,,,,,,
916c0771d680a563b20ac6912c5d294c,,pending,,,,,,,,,,
43fd74640279d43692d4915c25a8cbb1,,pending,,,,,,,,,,
f52e4108e01a6a8f7cf801dabc287ef1,,pending,,,,,,,,,,
df0b153793faf7407ca39cfbc3e94e63,,pending,,,,,,,,,,
72ef544b94bab3ab63190c3feafe0597,,pending,,,,,,,,,,
46cd117216b37e87b43e8596622a871b,,pending,,,,,,,,,,
23de2cd59dc55cc7638668f3aef7cc1f,,pending,,,,,,,,,,
c56b1c8531480cce42f5659e0e913f9f,,pending,,,,,,,,,,
3678e27208f35b4f5d0b301aef5496a8,,pending,,,,,,,,,,
2b04a48080aeb7562f82c3b12506e121,,pending,,,,,,,,,,
ccba98a659d57c502e4b98d920988cae,,pending,,,,,,,,,,
e4fbbb2e6950e05c322a0479a2598e01,,pending,,,,,,,,,,
04ca9ad066632fa9635776c112d579e1,,pending,,,,,,,,,,
5b0dc5b7e3b611521e68dd1579a32f72,,pending,,,,,,,,,,
93798d5289efb8f63d56eef22a143989,,pending,,,,,,,,,,
b8d71b30c1b3f8e751f469a5ab516900,,pending,,,,,,,,,,
d5f19106b2cc90cc7d44ea835e630d52,,pending,,,,,,,,,,
563471bea53ae8b9a5db4b85edc8eeef,,pending,,,,,,,,,,
