date,order_id,transition_index,from_link_id,to_link_id,bridge_found,bridge_repairable,bridge_distance_m,bridge_link_count,bridge_node_path,bridge_reason
20161019,b3cc74acbd9a3ff044aa37b4492ac04a,25,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,b3cc74acbd9a3ff044aa37b4492ac04a,30,381473315_2421__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,b3cc74acbd9a3ff044aa37b4492ac04a,31,162532761_2422__n1,162532768_2499__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,bb35e68d54db1359d24c318f2fe075ec,10,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,bb35e68d54db1359d24c318f2fe075ec,47,162532765_2419__n4,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,bd4478deb5ce79a29694c90ec28746b2,44,162540373_2388__n1,260087891_2263__n2,False,False,,,,no_directed_path_within_distance_cap
20161019,c626bb9aeea65f001cbba00042541003,1,255201450_10351__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,e41abad97b3a8ae947ac6c9c839ebc89,55,381473317_2629__n0,152428520_2634__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,e41abad97b3a8ae947ac6c9c839ebc89,56,152428520_2634__n0,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f717855dbb9a38262ac99721484af65b,72,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,fb26ce195088088b318592691d3a8e48,8,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,fc63526bee5a6096309f21ce4808137d,1,255201450_10351__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,0002eecb4c1fb2c5fa0dde33aace86d1,40,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,0002eecb4c1fb2c5fa0dde33aace86d1,47,381473315_2421__n0,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,01e8b50abc20871a3b7ea6139b340c14,3,457983480_10346__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,1a0c7f4dea42dda80cafae541d208c0b,4,142320577_2424__n2,152428516_2373__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,1a0c7f4dea42dda80cafae541d208c0b,11,381409557_2425__n0,152428520_2634__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,271dfe87a4c05653c98f65594552b993,61,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,2db0b192b0b1bbab9bbf0d5e0d36129f,2,255201450_10351__n0,457983473_10345__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,415e0927349833c2857d6dede56f73c5,19,152427991_2563__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,415e0927349833c2857d6dede56f73c5,83,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,44ee717d76d59c24af311dd8cede0b8f,2,457983480_10346__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,49c46eb49a6c99c726469495ecb27478,61,258738667_2572__n1,258738668_2570__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,49c46eb49a6c99c726469495ecb27478,63,258738667_2572__n1,28340417_2566__n3,False,False,,,,no_directed_path_within_distance_cap
20161019,4d6539942a4c676aaa17774faa868bfc,2,255201450_10351__n0,457983473_10345__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,6019dc458539cd0d93316e12a46003a1,11,89567417_2568__n0,258738678_2548__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,6d9dc78a5139005d0953e6117d6a8ed3,20,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,76b2c6d7fee2f6cd74c5720d88ef9d73,2,333404379_9254__n0,259480949_2293__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,789b6c575ea40d9f4ab4df9bfc07c828,30,152427991_2563__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,793fec05be2e6f0eb5d19a42d5cfb77f,41,89567417_2568__n0,258738678_2548__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,86a2968d43127fb4f0c541791bdb27eb,25,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,90376d41284733c96a27961cd1fc1c48,3,457983480_10346__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,ee1e57e36fd6c2af2c374da62b374c20,15,152427995_2559__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f46cf71e65f72265825a591825a430c2,6,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f7de0c7dab0407369d545a633491ff34,8,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f7de0c7dab0407369d545a633491ff34,82,152427995_2559__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f7de0c7dab0407369d545a633491ff34,96,152427991_2563__n0,381429052_2558__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f969b6cfeb152ec602d164db8dad5a8c,4,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f969b6cfeb152ec602d164db8dad5a8c,9,152428515_2375__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,f969b6cfeb152ec602d164db8dad5a8c,32,363036998_2630__n0,162532783_2416__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f969b6cfeb152ec602d164db8dad5a8c,33,162532783_2416__n0,285114062_2410__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f969b6cfeb152ec602d164db8dad5a8c,34,285114062_2410__n0,152428516_2373__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,fd5b72ebdf7e0db483f0542e8f90d01d,2,457983480_10346__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,066ee8606b67a4484df1a93c24ecfcd6,2,255201450_10351__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,0d4c7b69b9dac17dbb4d150795c73a01,20,266583951_9494__n0,28258017_9491__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,11d59ffe092d5c42fc642e64a8b30567,8,162540384_2635__n0,152428520_2634__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,21351e0c08a462e377b8d0e4ce60b84e,81,264453197_8806__n0,155248440_8810__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,23baa7bb85e19394a7b8e035dc0ae4fd,2,457983480_10346__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,2e8460154828be8ab6d0ddab1338523c,18,381473317_2629__n0,162540383_2627__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,359525233168d57df075e9dd6263dad7,1,255201450_10351__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,41f421294a578cdf21811466208d8b7d,17,156592798_10051__n2,156592802_10050__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,57a0a5adab5f4f1e737f1b1e2370c0f4,55,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,60f2ad8ccfc95126805c6e2e60b4820c,27,263486156_2564__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,7d9242de2b1b8bb575e617d60a74ad5a,52,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,7ff7ba2c93646664430eb682216bcd52,2,457983480_10346__n0,457983483_10328__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,8829822114e4f9e86f73b35bdc148464,51,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,8cd5c4556a37849ca1a1c59afffdef5a,3,162532761_2422__n1,162532768_2499__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,a29632ff0bb78814d312670f62d95c9b,2,457983480_10346__n0,457983483_10328__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,b93d7e6b02654783bd7dda7de3d052f4,37,152427985_8814__n0,155248440_8810__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,b93d7e6b02654783bd7dda7de3d052f4,70,263485691_8790__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,b98e920b993512627ffd23a2a55067d0,42,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,c3a872b2ed60b2e9c42886667468f25c,9,28258926_2311__n0,258738678_2548__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,cd6bbc8527fd18ca2610325c1f06c3db,18,142323461_8750__n1,247978424_8762__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,d3bf23e3f412c3388f7560263cadf132,2,457983480_10346__n0,457983483_10328__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,d3bf23e3f412c3388f7560263cadf132,4,457983481_10350__n0,264110602_10343__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,e1f0d8c860c43fc3207bdfaafbdfc83e,17,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,e1f0d8c860c43fc3207bdfaafbdfc83e,34,162658756_2525__n0,28276805_4508__n5,False,False,,,,no_directed_path_within_distance_cap
20161019,ebcadc73d42a385c29755b89271a3dd7,18,59140333_4472__n6,447556644_4617__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,ec000fd2a4f9a2a115a54833059b620a,8,231865404_8915__n0,381956609_8926__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f19d51b440bad3ef81338708eacf6b87,67,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f3488e6a21b3e02a77824af8a1c173f0,14,258738667_2572__n1,28340417_2566__n3,False,False,,,,no_directed_path_within_distance_cap
20161019,f3488e6a21b3e02a77824af8a1c173f0,31,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,fa38c575a14bdf3456d6ae632b54a2e3,41,378402211_8962__n0,370672200_8961__n2,False,False,,,,no_directed_path_within_distance_cap
20161019,019bbfb69b70b4fe67dd6b1dd3d8d298,82,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,09ffcfcb971132435f0c14ce9562f54e,2,457983480_10346__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,22753cc53b478defc3b05af3be0db03a,14,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,323492a4aedff82af35425f046111eaf,5,334802597_8911__n0,335697686_8879__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,323492a4aedff82af35425f046111eaf,89,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,34d7d7efe639d32df56768a06e29f8e8,30,335518637_2707__n1,258738678_2548__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,4f2f1e487402a5e91f2633502ffcbf61,65,152427991_2563__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,56558495832fb6732d496bb32192472b,67,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,56558495832fb6732d496bb32192472b,74,381473315_2421__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,56558495832fb6732d496bb32192472b,75,162532761_2422__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,57236c28119d14bbc426f9e92bfb0086,3,457983480_10346__n0,457983483_10328__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,622b2598dc5b1f1ec5465cb001b95468,2,255201450_10351__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,6f25432bf78291f1e66187b97ca6bc95,63,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,7f049e643bf2430486e30c3f13079e96,11,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,8796038839bd07c69d1506abcc670a99,21,156592805_10097__n0,335518776_10096__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,88c1ad04f72aa53b4e4deddad8620e08,9,381473924_2493__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,88c1ad04f72aa53b4e4deddad8620e08,10,162532761_2422__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,8e1929c4d9bb9133cb2f2bf952e95769,39,162542043_2415__n0,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,9743591aa15015bd13a081615aec7160,43,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,9743591aa15015bd13a081615aec7160,50,381473315_2421__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,9743591aa15015bd13a081615aec7160,53,162532781_2407__n0,381409556_2412__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,a14e4ecf2bf353046c7e345d3db4f5e8,2,255201450_10351__n0,457983473_10345__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,c0aae752b67e6e60d225315cb677afc9,55,263485691_8790__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,c0aae752b67e6e60d225315cb677afc9,67,258738668_2570__n0,28340417_2566__n3,False,False,,,,no_directed_path_within_distance_cap
20161019,c0aae752b67e6e60d225315cb677afc9,114,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,dfa3cf15f3b721e1aad690a750be3e7e,12,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,242ea59855bea679e26048cae0d7e3f6,27,152427991_2563__n0,381429052_2558__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,3b830ae62eea1b89ec9255f76eac95e6,51,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,662870f6bf469a87d7dcae722ea9ca86,2,255201450_10351__n0,457983483_10328__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,6bea9f084396e5fd18f2ecf707e21adb,4,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,73dc7e79d60e5fd34ae74e0b69c5a879,3,457983480_10346__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,7b2c70b840e089fd4f815135309ead9a,15,152427993_8794__n1,263485688_8788__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,7cc19a7a2872dd14ca8d267c1b4e0b1f,6,381473317_2629__n0,162540383_2627__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,80951739bb552a9c199c253d74a40db8,29,162542043_2415__n1,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,80951739bb552a9c199c253d74a40db8,30,162532761_2422__n1,162542043_2415__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,809ce20911ffb512d5c2f81ceb99e390,20,162542043_2415__n0,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,867e247f1732818ac316a0f92716016e,8,89567417_2568__n0,258738678_2548__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,867e247f1732818ac316a0f92716016e,23,152427993_8794__n1,263485689_8791__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,b5c923aa7b6329163962cf9f044c4127,14,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,b5c923aa7b6329163962cf9f044c4127,21,381473318_2414__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,b5c923aa7b6329163962cf9f044c4127,24,162532761_2422__n1,162532768_2499__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f13917331a2e010ace4e8fa049ef1c80,12,26174011_2565__n0,263485692_8789__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f13917331a2e010ace4e8fa049ef1c80,15,152427991_2563__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,fc3e37728db9738266f38161caf234ec,2,255201450_10351__n0,264110602_10343__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,1470b086526065424178506aadb1d542,6,28258926_2311__n0,258738678_2548__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,1470b086526065424178506aadb1d542,34,212722719_8769__n0,238111157_8771__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,192406a330b50d85a6aabbdc068ab828,90,381473925_2503__n0,381473926_2504__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,2ce31ca8bf9a46585dbaae49132740ec,12,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,38f7521d1061d51206dfc7b0ab72d41c,36,28340415_2395__n0,381473926_2504__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,4bc288928987abcdb6eaed09d7c5b3dd,7,162542043_2415__n0,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,51b544b60783085075772901ea7189c7,84,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,55c17c07d20a38f942b4b085859da8e3,27,266583962_9032__n0,267213557_9010__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,69fab59182dad242be236ecd3594ed56,22,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,69fab59182dad242be236ecd3594ed56,35,381473925_2503__n0,381473926_2504__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,8be76179ede3b2e160d7e220f1700f2e,6,335513936_2221__n2,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,90724e0c3265c4510ecd82e2341fe9c2,1,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,920a45c71220e52daba3d396987208c5,14,142323461_8750__n1,247978424_8762__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,9f9a61f6fa6ae24145c73210629422ea,43,334648934_2579__n3,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,a2d8b03acf842507a50f7116e9d4516f,8,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,a4c43bff52237d095513d465562d0b7b,25,263485691_8790__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,ae12baca8c0869ff08efd2cdae14aa0e,82,293499685_9031__n0,334802601_9007__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,ae2d195e9ef66fec59d47e3ed7e47c37,47,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,baf9a3a9bb874e17e8313b6f8b797660,27,263485691_8790__n0,381429052_2558__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,c51e3ca97a1b29112243c36cfe84f5d4,27,162532765_2419__n4,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,d0549ad3ff989f7dc1d81995cfabc5af,43,381473317_2629__n0,152428520_2634__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,d0549ad3ff989f7dc1d81995cfabc5af,44,152428520_2634__n0,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,d505ed55951c59ec5d791c0fbe3d10a1,57,28340518_4649__n0,263774620_4646__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,edbf8722f21e5c713b3bea99088b9f02,47,162540383_2627__n4,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,eea533eb61545ade92d69c98043addf3,18,162532765_2419__n4,152428520_2634__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,eea533eb61545ade92d69c98043addf3,19,152428520_2634__n0,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f1aebad8e95ab2c86c96fddec2c7ca73,10,142323461_8750__n1,247978424_8762__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f82763b1f74c21db32e6e2f365f1da81,10,162540384_2635__n0,162540383_2627__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,f97871fd5c4881772639e8a373bcceaa,18,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,03b56574dcba2d84e8eaf635c6f2b14b,53,263486156_2564__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,09df469ec1e15ed8c8d74c2ad29a82f3,22,263485691_8790__n0,381429052_2558__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,23ed0952f4a315bf38dad5283bdac86c,24,335518754_9274__n2,245402060_3783__n4,False,False,,,,no_directed_path_within_distance_cap
20161019,2b1b83cff918689c68544ae14bc27961,65,162542043_2415__n0,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,431557f64c5a4b6b4b7461af9035235f,34,152427991_2563__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,49fce17cbc8296d49cbc80173b49bf24,2,457983480_10346__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,53043cb33461d388a20e8d8aee925c18,4,142320577_2424__n2,152428516_2373__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,62f546df30f8d0d7daff9c54e2321279,51,369790064_4622__n0,263773394_4625__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,6d8deb3942f81bb95ac53357f02e201a,48,152427991_2563__n0,381429052_2558__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,a44df3e62caf6629b85c111fd6e28e10,8,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,adddd84db2c52b69bf3ce4db121a88c2,69,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,b100aa2b3dec91b331691beee702df94,45,263486156_2564__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,bf73c9388b589899f9be612c84f30b55,133,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,c7bc1f08199874a2e96ef2ebec921077,16,152427991_2563__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,c7bc1f08199874a2e96ef2ebec921077,50,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,cc218967150f99beae772801f7dc0dc7,1,457983481_10350__n0,264110602_10343__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,cc387a8fc7062edc65fcc61c187f4605,47,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,dac24528de3eea691e3d117e156aa7c2,16,231866359_9034__n0,378402213_9030__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,e4fbbb2e6950e05c322a0479a2598e01,122,369790064_4622__n0,369790065_4624__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,eb2300724072d15f546b24d58cc6b4f5,54,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,fe74eeb0eece8bc1bc0266841d98b347,1,255201450_10351__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,00eafb028ef24241f7d759b2c2446774,25,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,140582e642bdfffc060fa894078c30ac,30,162540384_2635__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161019,140582e642bdfffc060fa894078c30ac,33,162532781_2407__n0,381409556_2412__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,30328871a8a0b37add512d633eb0fa88,13,162542043_2415__n0,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,3ec37c7786c2056e4830b94f375bb14d,4,231865404_8915__n0,381956609_8926__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,542a722c57f4eb97f37237035d7a535c,92,264453197_8806__n0,155248440_8810__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,5f977a97e53bf87cabe6d5465cbb8e84,20,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,8225ad262cdda67a0ab138a15135b0e2,62,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,87936c61b8a51aa948378fa1824a2c55,6,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,ae0ddad49a8cc4473abcea4586134194,7,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,b378ea268b834c7a33763c40174cbb51,1,156592805_10097__n0,335518776_10096__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,cc8ce7d2311b9f5d9cd07140026fc1b2,44,263485691_8790__n0,381429052_2558__n0,False,False,,,,no_directed_path_within_distance_cap
20161019,d1c08f889726daa972e671b084cadab0,2,162540384_2635__n0,152428520_2634__n0,False,False,,,,no_directed_path_within_distance_cap
